,recall_ext10,recall_ext15,recall_ext20,recall_ext5,recall_hash10,recall_hash15,recall_hash20,recall_hash5,recall_tweet10,recall_tweet15,recall_tweet20,recall_tweet5
0,0.0033446712018140594,0.005579424752357084,0.006707244301229264,0.0015246449456975772,0.0008682420336555675,0.0009935553168635876,0.0015251874274430665,0.00043859649122807013,0.0021074511676015435,0.002921987508453674,0.006277598758801768,0.000988582567529936
