,ExternalTFIDF,NieghborID,TestID
0, 0.580157,889222072001597440,866110653941108736
1, 0.53193862,884609540314058753,866110653941108736
2, 0.53118467,14432483,866110653941108736
3, 0.52297744,972397721456971776,866110653941108736
4, 0.51838483,3430297912,866110653941108736
5, 0.51334847,70667264,866110653941108736
6, 0.51048941,2620271268,866110653941108736
7, 0.50831533,20614519,866110653941108736
8, 0.50777305,894465693755637760,866110653941108736
9, 0.50146378,316161690,866110653941108736
10, 0.496116,884432857464266753,866110653941108736
11, 0.49558096,3016241120,866110653941108736
12, 0.49351099,808466311110017024,866110653941108736
13, 0.49214324,995761638,866110653941108736
14, 0.49175886,524176313,866110653941108736
15, 0.49145474,18231308,866110653941108736
16, 0.49072573,54338055,866110653941108736
17, 0.49024134,4921372709,866110653941108736
18, 0.48748626,21899643,866110653941108736
19, 0.48708156,422153063,866110653941108736
20, 0.,2427374022,818933809106341888
21, 0.,50923979,818933809106341888
22, 0.,3035072972,818933809106341888
23, 0.,33360338,818933809106341888
24, 0.,4919790059,818933809106341888
25, 0.,837028350,818933809106341888
26, 0.,148900362,818933809106341888
27, 0.,862709225444614144,818933809106341888
28, 0.,937572964551106560,818933809106341888
29, 0.,941143481728114688,818933809106341888
30, 0.,42666532,818933809106341888
31, 0.,495225400,818933809106341888
32, 0.,945533940126928896,818933809106341888
33, 0.,973844858149490688,818933809106341888
34, 0.,813689951095312384,818933809106341888
35, 0.,959065773040947200,818933809106341888
36, 0.,922044410187173888,818933809106341888
37, 0.,3041561189,818933809106341888
38, 0.,19401317,818933809106341888
39, 0.,262244974,818933809106341888
40, 0.59238803,942928710688112641,3261827681
41, 0.56882854,2379416442,3261827681
42, 0.55783205,409735484,3261827681
43, 0.55692496,3133599926,3261827681
44, 0.547113,2775815868,3261827681
45, 0.52352535,822536626308005888,3261827681
46, 0.52045658,63578758,3261827681
47, 0.51189754,3340311449,3261827681
48, 0.51075533,909471623689973763,3261827681
49, 0.50141849,861629573284347904,3261827681
50, 0.49833068,587909086,3261827681
51, 0.49617498,41600373,3261827681
52, 0.49361544,117453015,3261827681
53, 0.4911649,954805703134334976,3261827681
54, 0.4899295,775491620997206016,3261827681
55, 0.48940463,893300140756410368,3261827681
56, 0.48592567,381040026,3261827681
57, 0.48518245,4584478452,3261827681
58, 0.48205435,974006151246417921,3261827681
59, 0.48199663,235703548,3261827681
60, 0.57989893,553396754,2869103344
61, 0.57796274,543169598,2869103344
62, 0.57523062,765841482,2869103344
63, 0.55354134,857412382708117504,2869103344
64, 0.54771762,14691857,2869103344
65, 0.54183201,310658865,2869103344
66, 0.54018148,83895808,2869103344
67, 0.53570051,964193730713587712,2869103344
68, 0.53309655,892389734584025092,2869103344
69, 0.53177932,443824446,2869103344
70, 0.51360713,928917745,2869103344
71, 0.51069409,2564172839,2869103344
72, 0.51062102,723516845425184769,2869103344
73, 0.50983326,114574864,2869103344
74, 0.50852742,2602451653,2869103344
75, 0.50502216,961044277802426370,2869103344
76, 0.50175273,1061038518,2869103344
77, 0.49916304,736636444970786816,2869103344
78, 0.49898347,772770891373641728,2869103344
79, 0.49896123,943616165837983746,2869103344
80, 0.52071675,3050185289,899648533510316032
81, 0.52070342,775491620997206016,899648533510316032
82, 0.52046895,2986886182,899648533510316032
83, 0.51859756,63578758,899648533510316032
84, 0.51371418,80757074,899648533510316032
85, 0.51044668,3315092666,899648533510316032
86, 0.50547095,881287135751544832,899648533510316032
87, 0.50355764,381040026,899648533510316032
88, 0.49762862,874162040524472320,899648533510316032
89, 0.49275403,861629573284347904,899648533510316032
90, 0.49220724,2821074675,899648533510316032
91, 0.48888461,899282490862354432,899648533510316032
92, 0.48881849,343820877,899648533510316032
93, 0.48411178,822536626308005888,899648533510316032
94, 0.48337072,3262489479,899648533510316032
95, 0.48312352,889222072001597440,899648533510316032
96, 0.47956396,735423396607983616,899648533510316032
97, 0.47623091,967796256742526976,899648533510316032
98, 0.47616024,3309180689,899648533510316032
99, 0.47512741,842463703043854336,899648533510316032
100, 0.55142282,2365207816,845591658062241793
101, 0.53553967,842463703043854336,845591658062241793
102, 0.53090831,775491620997206016,845591658062241793
103, 0.52670546,816279400215777280,845591658062241793
104, 0.52459227,874162040524472320,845591658062241793
105, 0.51082289,4584478452,845591658062241793
106, 0.50237839,216416127,845591658062241793
107, 0.49679495,974006151246417921,845591658062241793
108, 0.49569228,973366088464457728,845591658062241793
109, 0.48915207,3050185289,845591658062241793
110, 0.48585441,3262489479,845591658062241793
111, 0.48515362,963906766487646208,845591658062241793
112, 0.48360831,381040026,845591658062241793
113, 0.48273714,63578758,845591658062241793
114, 0.48205492,2986886182,845591658062241793
115, 0.47982147,2395637612,845591658062241793
116, 0.47686309,47125657,845591658062241793
117, 0.47612801,942928710688112641,845591658062241793
118, 0.47569669,770816099046875136,845591658062241793
119, 0.47349017,881287135751544832,845591658062241793
120, 0.61222898,20614519,752081253113880577
121, 0.5674408,2850043083,752081253113880577
122, 0.54367548,3016241120,752081253113880577
123, 0.52901898,4921371539,752081253113880577
124, 0.52879299,3309180689,752081253113880577
125, 0.52735867,272518008,752081253113880577
126, 0.52581197,468290519,752081253113880577
127, 0.52158756,2394624246,752081253113880577
128, 0.51327637,748229600275210240,752081253113880577
129, 0.5122646,1194660762,752081253113880577
130, 0.51222125,137896019,752081253113880577
131, 0.50971531,3951709761,752081253113880577
132, 0.50743922,14458280,752081253113880577
