,ExternalTFIDF,NieghborID,TestID
0, 1.,866110653941108736,866110653941108736
1, 0.54353691,972916869408714752,866110653941108736
2, 0.53824278,59480184,866110653941108736
3, 0.53690887,969226594224103424,866110653941108736
4, 0.53049386,1376536760,866110653941108736
5, 0.5244367,3958215027,866110653941108736
6, 0.51761047,938034378181136385,866110653941108736
7, 0.51402929,786221374310264833,866110653941108736
8, 0.50866269,883362710792151040,866110653941108736
9, 0.50748678,4845471312,866110653941108736
10, 0.49771114,737294036,866110653941108736
11, 0.49492961,3297022953,866110653941108736
12, 0.49136327,762070938464706560,866110653941108736
13, 0.48921453,785137982420426756,866110653941108736
14, 0.48727013,919074083559452672,866110653941108736
15, 0.4851675,732767937170284544,866110653941108736
16, 0.48000613,777653277672480768,866110653941108736
17, 0.4792855,214969300,866110653941108736
18, 0.4780002,4318444874,866110653941108736
19, 0.47544277,3106154476,866110653941108736
20, 1.,818933809106341888,818933809106341888
21, 0.92984891,809817002470731776,818933809106341888
22, 0.83665803,930708477403480064,818933809106341888
23, 0.82551951,807980910951931905,818933809106341888
24, 0.78908068,871206923722383361,818933809106341888
25, 0.78034122,198676121,818933809106341888
26, 0.76304454,964951327523655682,818933809106341888
27, 0.75279417,853210872281522176,818933809106341888
28, 0.74967347,963196619339464704,818933809106341888
29, 0.74793231,716252346,818933809106341888
30, 0.73706151,948832473814847488,818933809106341888
31, 0.72397376,941642556827471872,818933809106341888
32, 0.72280893,3162646291,818933809106341888
33, 0.72140385,839018970023747584,818933809106341888
34, 0.71947088,3629326819,818933809106341888
35, 0.7163577,871003323771441152,818933809106341888
36, 0.70911741,701716663008411649,818933809106341888
37, 0.70336674,835881406882529280,818933809106341888
38, 0.69878134,766786784,818933809106341888
39, 0.69500975,17239759,818933809106341888
40, 1.,3261827681,3261827681
41, 0.68529922,2344194192,3261827681
42, 0.63106067,264966794,3261827681
43, 0.62792258,404233543,3261827681
44, 0.61987373,1549151862,3261827681
45, 0.6002375,1482236582,3261827681
46, 0.59714811,959481216637587456,3261827681
47, 0.59640564,843225539284533248,3261827681
48, 0.59026291,2865078826,3261827681
49, 0.58615322,83377111,3261827681
50, 0.58561133,821711318222716928,3261827681
51, 0.58205597,756284391194787840,3261827681
52, 0.57938955,4895285350,3261827681
