,precision_ext10,precision_ext15,precision_ext20,precision_ext5,precision_hash10,precision_hash15,precision_hash20,precision_hash5,precision_tweet10,precision_tweet15,precision_tweet20,precision_tweet5
0,0.0013784461152882203,0.0014202172096908939,0.001315789473684211,0.0015037593984962405,0.0005012531328320802,0.0004177109440267335,0.0005012531328320802,0.0005012531328320802,0.0011278195488721803,0.0010025062656641604,0.0011278195488721807,0.0012531328320802004
